source_code,source_concept_id,source_vocabulary_id,source_description,relationship_id,predicate_id,confidence,target_concept_id,target_concept_name,target_vocabulary_id,target_domain_id,decision,review_date,reviewer_name,reviewer_specialty,reviewer_comment,orcid_id,reviewer_affiliation_name,status,author_comment,change_required
GIS1003464,0,OMOP Exposome,Analgesic,Subsumes,skos:narrowMatch,1,1510467,erenumab,RxNorm,Drug,1,,,,,,,,,
GIS1003464,0,OMOP Exposome,Analgesic,Subsumes,skos:narrowMatch,1,19002431,tilidine,RxNorm,Drug,1,,,,,,,,,
GIS1003464,0,OMOP Exposome,Analgesic,Subsumes,skos:narrowMatch,1,19003010,meptazinol,RxNorm,Drug,1,,,,,,,,,
GIS1003464,0,OMOP Exposome,Analgesic,Subsumes,skos:narrowMatch,1,19005061,ziconotide,RxNorm,Drug,1,,,,,,,,,
GIS1003464,0,OMOP Exposome,Analgesic,Subsumes,skos:narrowMatch,1,19005257,methoxyflurane,RxNorm,Drug,1,,,,,,,,,
GIS1003464,0,OMOP Exposome,Analgesic,Subsumes,skos:narrowMatch,1,19015602,nefopam,RxNorm,Drug,1,,,,,,,,,
GIS1003464,0,OMOP Exposome,Analgesic,Subsumes,skos:narrowMatch,1,19016435,benorilate,RxNorm,Drug,1,,,,,,,,,
GIS1003464,0,OMOP Exposome,Analgesic,Subsumes,skos:narrowMatch,1,19018432,aloxiprin,RxNorm,Drug,1,,,,,,,,,
GIS1003464,0,OMOP Exposome,Analgesic,Subsumes,skos:narrowMatch,1,19018910,cannabinol,RxNorm,Drug,1,,,,,,,,,
GIS1003464,0,OMOP Exposome,Analgesic,Subsumes,skos:narrowMatch,1,19021940,dextromoramide,RxNorm,Drug,1,,,,,,,,,
GIS1003464,0,OMOP Exposome,Analgesic,Subsumes,skos:narrowMatch,1,19026459,tapentadol,RxNorm,Drug,1,,,,,,,,,
GIS1003464,0,OMOP Exposome,Analgesic,Subsumes,skos:narrowMatch,1,19029322,propyphenazone,RxNorm,Drug,1,,,,,,,,,
GIS1003464,0,OMOP Exposome,Analgesic,Subsumes,skos:narrowMatch,1,19031397,dipyrone,RxNorm,Drug,1,,,,,,,,,
GIS1003464,0,OMOP Exposome,Analgesic,Subsumes,skos:narrowMatch,1,19033710,phenacetin,RxNorm,Drug,1,,,,,,,,,
GIS1003464,0,OMOP Exposome,Analgesic,Subsumes,skos:narrowMatch,1,19047076,pizotyline,RxNorm,Drug,1,,,,,,,,,
GIS1003464,0,OMOP Exposome,Analgesic,Subsumes,skos:narrowMatch,1,19054931,floctafenine,RxNorm,Drug,1,,,,,,,,,
GIS1003464,0,OMOP Exposome,Analgesic,Subsumes,skos:narrowMatch,1,19056115,morpholine salicylate,RxNorm,Drug,1,,,,,,,,,
GIS1003464,0,OMOP Exposome,Analgesic,Subsumes,skos:narrowMatch,1,19059506,ethenzamide,RxNorm,Drug,1,,,,,,,,,
GIS1003464,0,OMOP Exposome,Analgesic,Subsumes,skos:narrowMatch,1,19064698,flupirtine,RxNorm,Drug,1,,,,,,,,,
GIS1003464,0,OMOP Exposome,Analgesic,Subsumes,skos:narrowMatch,1,19069104,imidazole-2-hydroxybenzoate,RxNorm,Drug,1,,,,,,,,,
GIS1003464,0,OMOP Exposome,Analgesic,Subsumes,skos:narrowMatch,1,19082880,oxetorone,RxNorm,Drug,1,,,,,,,,,
GIS1003464,0,OMOP Exposome,Analgesic,Subsumes,skos:narrowMatch,1,19088393,dezocine,RxNorm,Drug,1,,,,,,,,,
GIS1003464,0,OMOP Exposome,Analgesic,Subsumes,skos:narrowMatch,1,19091472,lisuride,RxNorm,Drug,1,,,,,,,,,
GIS1003464,0,OMOP Exposome,Analgesic,Subsumes,skos:narrowMatch,1,19113015,fonazine,RxNorm,Drug,1,,,,,,,,,
GIS1003464,0,OMOP Exposome,Analgesic,Subsumes,skos:narrowMatch,1,19113032,iprazochrome,RxNorm,Drug,1,,,,,,,,,
GIS1003464,0,OMOP Exposome,Analgesic,Subsumes,skos:narrowMatch,1,19125628,aminopyrine,RxNorm,Drug,1,,,,,,,,,
GIS1003464,0,OMOP Exposome,Analgesic,Subsumes,skos:narrowMatch,1,19129648,papaveretum,RxNorm,Drug,1,,,,,,,,,
GIS1003464,0,OMOP Exposome,Analgesic,Subsumes,skos:narrowMatch,1,19132884,phenazocine,RxNorm,Drug,1,,,,,,,,,
GIS1003464,0,OMOP Exposome,Analgesic,Subsumes,skos:narrowMatch,1,19134009,pirinitramide,RxNorm,Drug,1,,,,,,,,,
GIS1003464,0,OMOP Exposome,Analgesic,Subsumes,skos:narrowMatch,1,35200577,fremanezumab,RxNorm,Drug,1,,,,,,,,,
GIS1003464,0,OMOP Exposome,Analgesic,Subsumes,skos:narrowMatch,1,35200800,galcanezumab,RxNorm,Drug,1,,,,,,,,,
GIS1003464,0,OMOP Exposome,Analgesic,Subsumes,skos:narrowMatch,1,35834908,mirogabalin besilate,RxNorm Extension,Drug,1,,,,,,,,,
GIS1003464,0,OMOP Exposome,Analgesic,Subsumes,skos:narrowMatch,1,35884412,Guacetisal,RxNorm Extension,Drug,1,,,,,,,,,
GIS1003464,0,OMOP Exposome,Analgesic,Subsumes,skos:narrowMatch,1,37003277,cannabigerol,RxNorm,Drug,1,,,,,,,,,
GIS1003464,0,OMOP Exposome,Analgesic,Subsumes,skos:narrowMatch,1,37493802,Bezitramide,RxNorm Extension,Drug,1,,,,,,,,,
GIS1003464,0,OMOP Exposome,Analgesic,Subsumes,skos:narrowMatch,1,37493804,Glafenine,RxNorm Extension,Drug,1,,,,,,,,,
GIS1003464,0,OMOP Exposome,Analgesic,Subsumes,skos:narrowMatch,1,37493805,Nicomorphine,RxNorm Extension,Drug,1,,,,,,,,,
GIS1003464,0,OMOP Exposome,Analgesic,Subsumes,skos:narrowMatch,1,37497426,lasmiditan,RxNorm,Drug,1,,,,,,,,,
GIS1003464,0,OMOP Exposome,Analgesic,Subsumes,skos:narrowMatch,1,37498244,ubrogepant,RxNorm,Drug,1,,,,,,,,,
GIS1003464,0,OMOP Exposome,Analgesic,Subsumes,skos:narrowMatch,1,37498809,cannabigerolate,RxNorm,Drug,1,,,,,,,,,
GIS1003464,0,OMOP Exposome,Analgesic,Subsumes,skos:narrowMatch,1,37498993,rimegepant,RxNorm,Drug,1,,,,,,,,,
GIS1003464,0,OMOP Exposome,Analgesic,Subsumes,skos:narrowMatch,1,37499031,eptinezumab,RxNorm,Drug,1,,,,,,,,,
GIS1003464,0,OMOP Exposome,Analgesic,Subsumes,skos:narrowMatch,1,40798706,Carbasalate Calcium,RxNorm Extension,Drug,1,,,,,,,,,
GIS1003464,0,OMOP Exposome,Analgesic,Subsumes,skos:narrowMatch,1,40798846,Flumedroxone,RxNorm Extension,Drug,1,,,,,,,,,
GIS1003464,0,OMOP Exposome,Analgesic,Subsumes,skos:narrowMatch,1,40798904,Ketobemidone,RxNorm Extension,Drug,1,,,,,,,,,
GIS1003464,0,OMOP Exposome,Analgesic,Subsumes,skos:narrowMatch,1,40799090,Rimazolium,RxNorm Extension,Drug,1,,,,,,,,,
120511-73-1,0,OMOP Exposome,Anastrozole,Maps to,skos:exactMatch,1,1348265,anastrozole,RxNorm,Drug,1,,,,,,,,,
GIS1003548,0,OMOP Exposome,Androgen,Subsumes,skos:narrowMatch,1,19003140,mesterolone,RxNorm,Drug,1,,,,,,,,,
GIS1003548,0,OMOP Exposome,Androgen,Subsumes,skos:narrowMatch,1,1506602,methyltestosterone,RxNorm,Drug,1,,,,,,,,,
GIS1003548,0,OMOP Exposome,Androgen,Subsumes,skos:narrowMatch,1,1555887,fluoxymesterone,RxNorm,Drug,1,,,,,,,,,
GIS1003548,0,OMOP Exposome,Androgen,Subsumes,skos:narrowMatch,1,1636780,testosterone,RxNorm,Drug,1,,,,,,,,,
P10275,0,OMOP Exposome,Androgen receptor,Maps to,skos:exactMatch,1,4279150,Androgen receptor,SNOMED,Observation,1,,,,,,,,,
63-05-8,0,OMOP Exposome,Androstenedione,Maps to,skos:exactMatch,1,19026277,androstenedione,RxNorm,Drug,1,,,,,,,,,
GIS1003555,0,OMOP Exposome,Anesthetic,Subsumes,skos:narrowMatch,1,700253,thiopental,RxNorm,Drug,1,,,,,,,,,
GIS1003555,0,OMOP Exposome,Anesthetic,Subsumes,skos:narrowMatch,1,702774,mepivacaine,RxNorm,Drug,1,,,,,,,,,
GIS1003555,0,OMOP Exposome,Anesthetic,Subsumes,skos:narrowMatch,1,732893,bupivacaine,RxNorm,Drug,1,,,,,,,,,
GIS1003555,0,OMOP Exposome,Anesthetic,Subsumes,skos:narrowMatch,1,743196,enflurane,RxNorm,Drug,1,,,,,,,,,
GIS1003555,0,OMOP Exposome,Anesthetic,Subsumes,skos:narrowMatch,1,751698,procaine,RxNorm,Drug,1,,,,,,,,,
GIS1003555,0,OMOP Exposome,Anesthetic,Subsumes,skos:narrowMatch,1,753626,propofol,RxNorm,Drug,1,,,,,,,,,
GIS1003555,0,OMOP Exposome,Anesthetic,Subsumes,skos:narrowMatch,1,782043,isoflurane,RxNorm,Drug,1,,,,,,,,,
GIS1003555,0,OMOP Exposome,Anesthetic,Subsumes,skos:narrowMatch,1,785649,ketamine,RxNorm,Drug,1,,,,,,,,,
GIS1003555,0,OMOP Exposome,Anesthetic,Subsumes,skos:narrowMatch,1,917006,benzocaine,RxNorm,Drug,1,,,,,,,,,
GIS1003555,0,OMOP Exposome,Anesthetic,Subsumes,skos:narrowMatch,1,923540,phenol,RxNorm,Drug,1,,,,,,,,,
GIS1003555,0,OMOP Exposome,Anesthetic,Subsumes,skos:narrowMatch,1,923840,dibucaine,RxNorm,Drug,1,,,,,,,,,
GIS1003555,0,OMOP Exposome,Anesthetic,Subsumes,skos:narrowMatch,1,939881,capsaicin,RxNorm,Drug,1,,,,,,,,,
GIS1003555,0,OMOP Exposome,Anesthetic,Subsumes,skos:narrowMatch,1,950316,ethyl chloride,RxNorm,Drug,1,,,,,,,,,
GIS1003555,0,OMOP Exposome,Anesthetic,Subsumes,skos:narrowMatch,1,951279,prilocaine,RxNorm,Drug,1,,,,,,,,,
GIS1003555,0,OMOP Exposome,Anesthetic,Subsumes,skos:narrowMatch,1,989878,lidocaine,RxNorm,Drug,1,,,,,,,,,
GIS1003555,0,OMOP Exposome,Anesthetic,Subsumes,skos:narrowMatch,1,992308,dyclonine,RxNorm,Drug,1,,,,,,,,,
GIS1003555,0,OMOP Exposome,Anesthetic,Subsumes,skos:narrowMatch,1,1001419,cocaine,RxNorm,Drug,1,,,,,,,,,
GIS1003555,0,OMOP Exposome,Anesthetic,Subsumes,skos:narrowMatch,1,1036884,tetracaine,RxNorm,Drug,1,,,,,,,,,
GIS1003555,0,OMOP Exposome,Anesthetic,Subsumes,skos:narrowMatch,1,1136487,ropivacaine,RxNorm,Drug,1,,,,,,,,,
GIS1003555,0,OMOP Exposome,Anesthetic,Subsumes,skos:narrowMatch,1,1154029,fentanyl,RxNorm,Drug,1,,,,,,,,,
GIS1003555,0,OMOP Exposome,Anesthetic,Subsumes,skos:narrowMatch,1,1366610,esketamine,RxNorm,Drug,1,,,,,,,,,
GIS1003555,0,OMOP Exposome,Anesthetic,Subsumes,skos:narrowMatch,1,19002770,desflurane,RxNorm,Drug,1,,,,,,,,,
GIS1003555,0,OMOP Exposome,Anesthetic,Subsumes,skos:narrowMatch,1,19005015,methohexital,RxNorm,Drug,1,,,,,,,,,
GIS1003555,0,OMOP Exposome,Anesthetic,Subsumes,skos:narrowMatch,1,19011007,xenon,RxNorm,Drug,1,,,,,,,,,
GIS1003555,0,OMOP Exposome,Anesthetic,Subsumes,skos:narrowMatch,1,19016749,remifentanil,RxNorm,Drug,1,,,,,,,,,
GIS1003555,0,OMOP Exposome,Anesthetic,Subsumes,skos:narrowMatch,1,19021129,nitrous oxide,RxNorm,Drug,1,,,,,,,,,
GIS1003555,0,OMOP Exposome,Anesthetic,Subsumes,skos:narrowMatch,1,19032662,anileridine,RxNorm,Drug,1,,,,,,,,,
GIS1003555,0,OMOP Exposome,Anesthetic,Subsumes,skos:narrowMatch,1,19039298,sevoflurane,RxNorm,Drug,1,,,,,,,,,
GIS1003555,0,OMOP Exposome,Anesthetic,Subsumes,skos:narrowMatch,1,19049410,chloroprocaine,RxNorm,Drug,1,,,,,,,,,
GIS1003555,0,OMOP Exposome,Anesthetic,Subsumes,skos:narrowMatch,1,19050484,etidocaine,RxNorm,Drug,1,,,,,,,,,
GIS1003555,0,OMOP Exposome,Anesthetic,Subsumes,skos:narrowMatch,1,19050488,etomidate,RxNorm,Drug,1,,,,,,,,,
GIS1003555,0,OMOP Exposome,Anesthetic,Subsumes,skos:narrowMatch,1,19059528,alfentanil,RxNorm,Drug,1,,,,,,,,,
GIS1003555,0,OMOP Exposome,Anesthetic,Subsumes,skos:narrowMatch,1,19066747,halothane,RxNorm,Drug,1,,,,,,,,,
GIS1003555,0,OMOP Exposome,Anesthetic,Subsumes,skos:narrowMatch,1,19068964,hexobarbital,RxNorm,Drug,1,,,,,,,,,
GIS1003555,0,OMOP Exposome,Anesthetic,Subsumes,skos:narrowMatch,1,19078219,sufentanil,RxNorm,Drug,1,,,,,,,,,
GIS1003555,0,OMOP Exposome,Anesthetic,Subsumes,skos:narrowMatch,1,19080512,articaine,RxNorm,Drug,1,,,,,,,,,
GIS1003555,0,OMOP Exposome,Anesthetic,Subsumes,skos:narrowMatch,1,19098741,levobupivacaine,RxNorm,Drug,1,,,,,,,,,
GIS1003555,0,OMOP Exposome,Anesthetic,Subsumes,skos:narrowMatch,1,19132889,phenoperidine,RxNorm,Drug,1,,,,,,,,,
GIS1003555,0,OMOP Exposome,Anesthetic,Subsumes,skos:narrowMatch,1,19135802,propanidid,RxNorm,Drug,1,,,,,,,,,
GIS1003555,0,OMOP Exposome,Anesthetic,Subsumes,skos:narrowMatch,1,36026790,trichloroethylene,RxNorm,Drug,1,,,,,,,,,
GIS1003555,0,OMOP Exposome,Anesthetic,Subsumes,skos:narrowMatch,1,37002370,oxybate,RxNorm,Drug,1,,,,,,,,,
GIS1003555,0,OMOP Exposome,Anesthetic,Subsumes,skos:narrowMatch,1,40798665,Butanilicaine,RxNorm Extension,Drug,1,,,,,,,,,
GIS1003555,0,OMOP Exposome,Anesthetic,Subsumes,skos:narrowMatch,1,43012199,chloroform,RxNorm,Drug,1,,,,,,,,,
GIS1003555,0,OMOP Exposome,Anesthetic,Subsumes,skos:narrowMatch,1,43012272,ethyl ether,RxNorm,Drug,1,,,,,,,,,
GIS1003555,0,OMOP Exposome,Anesthetic,Subsumes,skos:narrowMatch,1,45774409,alfaxalone,RxNorm,Drug,1,,,,,,,,,
GIS1003601,0,OMOP Exposome,Angiogenesis Inhibitor,Maps to,skos:exactMatch,1,42539439,Angiogenesis inhibitor,SNOMED,Observation,1,,,,,,,,,
P12821,0,OMOP Exposome,Angiotensin-converting enzyme,Has relat context,skos:relatedMatch,1,4008230,Dipeptidyl carboxypeptidase I,SNOMED,Drug,1,,,,,,,,,
GIS1003602,0,OMOP Exposome,Angiotensin-Converting Enzyme Inhibitor,Subsumes,skos:narrowMatch,1,1308216,lisinopril,RxNorm,Drug,1,,,,,,,,,
GIS1003602,0,OMOP Exposome,Angiotensin-Converting Enzyme Inhibitor,Subsumes,skos:narrowMatch,1,1310756,moexipril,RxNorm,Drug,1,,,,,,,,,
GIS1003602,0,OMOP Exposome,Angiotensin-Converting Enzyme Inhibitor,Subsumes,skos:narrowMatch,1,1331235,quinapril,RxNorm,Drug,1,,,,,,,,,
GIS1003602,0,OMOP Exposome,Angiotensin-Converting Enzyme Inhibitor,Subsumes,skos:narrowMatch,1,1334456,ramipril,RxNorm,Drug,1,,,,,,,,,
GIS1003602,0,OMOP Exposome,Angiotensin-Converting Enzyme Inhibitor,Subsumes,skos:narrowMatch,1,1335471,benazepril,RxNorm,Drug,1,,,,,,,,,
GIS1003602,0,OMOP Exposome,Angiotensin-Converting Enzyme Inhibitor,Subsumes,skos:narrowMatch,1,1340128,captopril,RxNorm,Drug,1,,,,,,,,,
GIS1003602,0,OMOP Exposome,Angiotensin-Converting Enzyme Inhibitor,Subsumes,skos:narrowMatch,1,1341927,enalapril,RxNorm,Drug,1,,,,,,,,,
GIS1003602,0,OMOP Exposome,Angiotensin-Converting Enzyme Inhibitor,Subsumes,skos:narrowMatch,1,1342001,enalaprilat,RxNorm,Drug,1,,,,,,,,,
GIS1003602,0,OMOP Exposome,Angiotensin-Converting Enzyme Inhibitor,Subsumes,skos:narrowMatch,1,1342439,trandolapril,RxNorm,Drug,1,,,,,,,,,
GIS1003602,0,OMOP Exposome,Angiotensin-Converting Enzyme Inhibitor,Subsumes,skos:narrowMatch,1,1363749,fosinopril,RxNorm,Drug,1,,,,,,,,,
GIS1003602,0,OMOP Exposome,Angiotensin-Converting Enzyme Inhibitor,Subsumes,skos:narrowMatch,1,1373225,perindopril,RxNorm,Drug,1,,,,,,,,,
GIS1003602,0,OMOP Exposome,Angiotensin-Converting Enzyme Inhibitor,Subsumes,skos:narrowMatch,1,19040051,spirapril,RxNorm,Drug,1,,,,,,,,,
GIS1003602,0,OMOP Exposome,Angiotensin-Converting Enzyme Inhibitor,Subsumes,skos:narrowMatch,1,19050216,cilazapril,RxNorm,Drug,1,,,,,,,,,
GIS1003602,0,OMOP Exposome,Angiotensin-Converting Enzyme Inhibitor,Subsumes,skos:narrowMatch,1,19102107,zofenopril,RxNorm,Drug,1,,,,,,,,,
GIS1003602,0,OMOP Exposome,Angiotensin-Converting Enzyme Inhibitor,Subsumes,skos:narrowMatch,1,19122327,imidapril,RxNorm,Drug,1,,,,,,,,,
GIS1003602,0,OMOP Exposome,Angiotensin-Converting Enzyme Inhibitor,Subsumes,skos:narrowMatch,1,36878917,delapril hydrochloride,RxNorm Extension,Drug,1,,,,,,,,,
GIS1003602,0,OMOP Exposome,Angiotensin-Converting Enzyme Inhibitor,Subsumes,skos:narrowMatch,1,43009010,temocapril hydrochloride,RxNorm Extension,Drug,1,,,,,,,,,
166663-25-8,0,OMOP Exposome,Anidulafungin,Maps to,skos:exactMatch,1,19026450,anidulafungin,RxNorm,Drug,1,,,,,,,,,
101-05-3,0,OMOP Exposome,Anilazine,Maps to,skos:exactMatch,1,4028592,Anilazine,SNOMED,Observation,1,,,,,,,,,
144-14-9,0,OMOP Exposome,Anileridine,Maps to,skos:exactMatch,1,19032662,anileridine,RxNorm,Drug,1,,,,,,,,,
62-53-3,0,OMOP Exposome,Aniline,Maps to,skos:exactMatch,1,44507464,aniline,RxNorm,Drug,1,,,,,,,,,
P04083,0,OMOP Exposome,Annexin A1,Has relat context,skos:relatedMatch,1,4187769,Annexin A1,SNOMED,Drug,1,,,,,,,,,
P12429,0,OMOP Exposome,Annexin A3,Has relat context,skos:relatedMatch,1,4186097,Annexin A3,SNOMED,Drug,1,,,,,,,,,
GIS1003622,0,OMOP Exposome,Anthelmintic,Subsumes,skos:narrowMatch,1,1366497,triclabendazole,RxNorm,Drug,1,,,,,,,,,
GIS1003622,0,OMOP Exposome,Anthelmintic,Subsumes,skos:narrowMatch,1,1389464,levamisole,RxNorm,Drug,1,,,,,,,,,
GIS1003622,0,OMOP Exposome,Anthelmintic,Subsumes,skos:narrowMatch,1,1592346,oxantel,RxNorm,Drug,1,,,,,,,,,
GIS1003622,0,OMOP Exposome,Anthelmintic,Subsumes,skos:narrowMatch,1,1750461,praziquantel,RxNorm,Drug,1,,,,,,,,,
GIS1003622,0,OMOP Exposome,Anthelmintic,Subsumes,skos:narrowMatch,1,1753745,albendazole,RxNorm,Drug,1,,,,,,,,,
GIS1003622,0,OMOP Exposome,Anthelmintic,Subsumes,skos:narrowMatch,1,1759270,pyrantel,RxNorm,Drug,1,,,,,,,,,
GIS1003622,0,OMOP Exposome,Anthelmintic,Subsumes,skos:narrowMatch,1,1784444,ivermectin,RxNorm,Drug,1,,,,,,,,,
GIS1003622,0,OMOP Exposome,Anthelmintic,Subsumes,skos:narrowMatch,1,1794280,mebendazole,RxNorm,Drug,1,,,,,,,,,
GIS1003622,0,OMOP Exposome,Anthelmintic,Subsumes,skos:narrowMatch,1,1837289,thiabendazole,RxNorm,Drug,1,,,,,,,,,
GIS1003622,0,OMOP Exposome,Anthelmintic,Subsumes,skos:narrowMatch,1,19018416,niclosamide,RxNorm,Drug,1,,,,,,,,,
GIS1003622,0,OMOP Exposome,Anthelmintic,Subsumes,skos:narrowMatch,1,19024775,oxamniquine,RxNorm,Drug,1,,,,,,,,,
GIS1003622,0,OMOP Exposome,Anthelmintic,Subsumes,skos:narrowMatch,1,19025698,diethylcarbamazine,RxNorm,Drug,1,,,,,,,,,
GIS1003622,0,OMOP Exposome,Anthelmintic,Subsumes,skos:narrowMatch,1,19031165,pyrvinium,RxNorm,Drug,1,,,,,,,,,
GIS1003622,0,OMOP Exposome,Anthelmintic,Subsumes,skos:narrowMatch,1,19046291,piperazine,RxNorm,Drug,1,,,,,,,,,
GIS1003622,0,OMOP Exposome,Anthelmintic,Subsumes,skos:narrowMatch,1,19091464,dichlorophen,RxNorm,Drug,1,,,,,,,,,
GIS1003622,0,OMOP Exposome,Anthelmintic,Subsumes,skos:narrowMatch,1,19096506,flubendazole,RxNorm,Drug,1,,,,,,,,,
GIS1003622,0,OMOP Exposome,Anthelmintic,Subsumes,skos:narrowMatch,1,40167608,fenbendazole,RxNorm,Drug,1,,,,,,,,,
GIS1003622,0,OMOP Exposome,Anthelmintic,Subsumes,skos:narrowMatch,1,40224678,trichlorfon,RxNorm,Drug,1,,,,,,,,,
GIS1003622,0,OMOP Exposome,Anthelmintic,Subsumes,skos:narrowMatch,1,40231415,moxidectin,RxNorm,Drug,1,,,,,,,,,
GIS1003622,0,OMOP Exposome,Anthelmintic,Subsumes,skos:narrowMatch,1,40798655,Bephenium,RxNorm Extension,Drug,1,,,,,,,,,
GIS1003622,0,OMOP Exposome,Anthelmintic,Subsumes,skos:narrowMatch,1,43012228,benzimidazole,RxNorm,Drug,1,,,,,,,,,
120-12-7,0,OMOP Exposome,Anthracene,Has relat context,skos:relatedMatch,1,4195616,Anthracene,SNOMED,Drug,1,,,,,,,,,
GIS1004177,0,OMOP Exposome,Anti-Infective Agent,Subsumes,skos:narrowMatch,1,986864,nalidixate,RxNorm,Drug,1,,,,,,,,,
GIS1004177,0,OMOP Exposome,Anti-Infective Agent,Subsumes,skos:narrowMatch,1,793561,ozenoxacin,RxNorm,Drug,1,,,,,,,,,
GIS1004177,0,OMOP Exposome,Anti-Infective Agent,Subsumes,skos:narrowMatch,1,901845,colistin,RxNorm,Drug,1,,,,,,,,,
GIS1004177,0,OMOP Exposome,Anti-Infective Agent,Subsumes,skos:narrowMatch,1,902722,tobramycin,RxNorm,Drug,1,,,,,,,,,
GIS1004177,0,OMOP Exposome,Anti-Infective Agent,Subsumes,skos:narrowMatch,1,904356,methenamine,RxNorm,Drug,1,,,,,,,,,
GIS1004177,0,OMOP Exposome,Anti-Infective Agent,Subsumes,skos:narrowMatch,1,905078,trifluridine,RxNorm,Drug,1,,,,,,,,,
GIS1004177,0,OMOP Exposome,Anti-Infective Agent,Subsumes,skos:narrowMatch,1,908126,vidarabine,RxNorm,Drug,1,,,,,,,,,
GIS1004177,0,OMOP Exposome,Anti-Infective Agent,Subsumes,skos:narrowMatch,1,915392,natamycin,RxNorm,Drug,1,,,,,,,,,
GIS1004177,0,OMOP Exposome,Anti-Infective Agent,Subsumes,skos:narrowMatch,1,915981,neomycin,RxNorm,Drug,1,,,,,,,,,
GIS1004177,0,OMOP Exposome,Anti-Infective Agent,Subsumes,skos:narrowMatch,1,920293,nitrofurantoin,RxNorm,Drug,1,,,,,,,,,
GIS1004177,0,OMOP Exposome,Anti-Infective Agent,Subsumes,skos:narrowMatch,1,920378,nitrofurazone,RxNorm,Drug,1,,,,,,,,,
GIS1004177,0,OMOP Exposome,Anti-Infective Agent,Subsumes,skos:narrowMatch,1,922570,nystatin,RxNorm,Drug,1,,,,,,,,,
GIS1004177,0,OMOP Exposome,Anti-Infective Agent,Subsumes,skos:narrowMatch,1,923081,ofloxacin,RxNorm,Drug,1,,,,,,,,,
GIS1004177,0,OMOP Exposome,Anti-Infective Agent,Subsumes,skos:narrowMatch,1,925952,oxytetracycline,RxNorm,Drug,1,,,,,,,,,
GIS1004177,0,OMOP Exposome,Anti-Infective Agent,Subsumes,skos:narrowMatch,1,929698,boric acid,RxNorm,Drug,1,,,,,,,,,
GIS1004177,0,OMOP Exposome,Anti-Infective Agent,Subsumes,skos:narrowMatch,1,935390,resorcinol,RxNorm,Drug,1,,,,,,,,,
GIS1004177,0,OMOP Exposome,Anti-Infective Agent,Subsumes,skos:narrowMatch,1,937712,phenyl salicylate,RxNorm,Drug,1,,,,,,,,,
GIS1004177,0,OMOP Exposome,Anti-Infective Agent,Subsumes,skos:narrowMatch,1,948582,polymyxin B,RxNorm,Drug,1,,,,,,,,,
GIS1004177,0,OMOP Exposome,Anti-Infective Agent,Subsumes,skos:narrowMatch,1,951511,mupirocin,RxNorm,Drug,1,,,,,,,,,
GIS1004177,0,OMOP Exposome,Anti-Infective Agent,Subsumes,skos:narrowMatch,1,956653,fosfomycin,RxNorm,Drug,1,,,,,,,,,
GIS1004177,0,OMOP Exposome,Anti-Infective Agent,Subsumes,skos:narrowMatch,1,963742,gramicidin,RxNorm,Drug,1,,,,,,,,,
GIS1004177,0,OMOP Exposome,Anti-Infective Agent,Subsumes,skos:narrowMatch,1,966913,silver nitrate,RxNorm,Drug,1,,,,,,,,,
GIS1004177,0,OMOP Exposome,Anti-Infective Agent,Subsumes,skos:narrowMatch,1,966956,silver sulfadiazine,RxNorm,Drug,1,,,,,,,,,
GIS1004177,0,OMOP Exposome,Anti-Infective Agent,Subsumes,skos:narrowMatch,1,990069,chloramphenicol,RxNorm,Drug,1,,,,,,,,,
GIS1004177,0,OMOP Exposome,Anti-Infective Agent,Subsumes,skos:narrowMatch,1,991003,retapamulin,RxNorm,Drug,1,,,,,,,,,
GIS1004177,0,OMOP Exposome,Anti-Infective Agent,Subsumes,skos:narrowMatch,1,997496,cinoxacin,RxNorm,Drug,1,,,,,,,,,
GIS1004177,0,OMOP Exposome,Anti-Infective Agent,Subsumes,skos:narrowMatch,1,997881,clindamycin,RxNorm,Drug,1,,,,,,,,,
GIS1004177,0,OMOP Exposome,Anti-Infective Agent,Subsumes,skos:narrowMatch,1,1036252,sulfacetamide,RxNorm,Drug,1,,,,,,,,,
GIS1004177,0,OMOP Exposome,Anti-Infective Agent,Subsumes,skos:narrowMatch,1,1036425,sulfamethizole,RxNorm,Drug,1,,,,,,,,,
GIS1004177,0,OMOP Exposome,Anti-Infective Agent,Subsumes,skos:narrowMatch,1,1380068,interferon alfa-2b,RxNorm,Drug,1,,,,,,,,,
GIS1004177,0,OMOP Exposome,Anti-Infective Agent,Subsumes,skos:narrowMatch,1,1701651,spectinomycin,RxNorm,Drug,1,,,,,,,,,
GIS1004177,0,OMOP Exposome,Anti-Infective Agent,Subsumes,skos:narrowMatch,1,1702364,ticarcillin,RxNorm,Drug,1,,,,,,,,,
GIS1004177,0,OMOP Exposome,Anti-Infective Agent,Subsumes,skos:narrowMatch,1,1702911,telithromycin,RxNorm,Drug,1,,,,,,,,,
GIS1004177,0,OMOP Exposome,Anti-Infective Agent,Subsumes,skos:narrowMatch,1,1703603,famciclovir,RxNorm,Drug,1,,,,,,,,,
GIS1004177,0,OMOP Exposome,Anti-Infective Agent,Subsumes,skos:narrowMatch,1,1703687,acyclovir,RxNorm,Drug,1,,,,,,,,,
GIS1004177,0,OMOP Exposome,Anti-Infective Agent,Subsumes,skos:narrowMatch,1,1705674,trimethoprim,RxNorm,Drug,1,,,,,,,,,
