source_code,source_concept_id,source_vocabulary_id,source_code_description,relationship_id,target_concept_id,target_vocabulary_id,valid_start_date,valid_end_date,invalid_reason
"51710","2061504373","MIMIC4","Rapid Plasma Reagin Test|Blood|Chemistry","Maps to","3021461","LOINC","2025-05-07","2099-12-31",
"224950","2061500942","MIMIC4","Impaired Skin Type #8","Maps to","2061500942","MIMIC4","2025-05-07","2099-12-31",
"LAMO100BN","2061507964","MIMIC4","LaMOTrigine (LAMO100BN)","Maps to","705103","RxNorm","2025-05-07","2099-12-31",
"50561","2061503577","MIMIC4","Renal endoscopy through established nephrostomy or pyelostomy, with or without irrigation, instillation, or ureteropyelography, exclusive of radiologic service; with removal of foreign body or calculus","Maps to","2109626","CPT4","2025-05-07","2099-12-31",
"MMOL","2061508538","MIMIC4","mmol","Maps to","9573","UCUM","2025-05-07","2099-12-31",
"90737","2061506137","MIMIC4","ALCALIGENES SPECIES","Maps to","4288470","SNOMED","2025-05-07","2099-12-31",
"223754","2061500498","MIMIC4","Risk for Falls","Maps to","44809662","SNOMED","2025-05-07","2099-12-31",
"52370","2061504822","MIMIC4","Voided Specimen (52370)","Maps to","42530744","LOINC","2025-05-07","2099-12-31",
"227451","2061501697","MIMIC4","Tobramycin (Random)","Maps to","4231520","SNOMED","2025-05-07","2099-12-31",
"DLPICC","2061507283","MIMIC4","DLPICC","Maps to","4170113","SNOMED","2025-05-07","2099-12-31",
"50924","2061503702","MIMIC4","Ferritin|Blood|Chemistry","Maps to","3001122","LOINC","2025-05-07","2099-12-31",
"223956","2061500591","MIMIC4","Temporary Pacemaker Mode","Maps to","2061500591","MIMIC4","2025-05-07","2099-12-31",
"RIGHT ANTECUBITAL","2061509224","MIMIC4","Right Antecubital","Maps to","2061509224","MIMIC4","2025-05-07","2099-12-31",
"IBUP200L","2061507794","MIMIC4","Ibuprofen Suspension","Maps to","1177480","RxNorm","2025-05-07","2099-12-31",
"80080","2061505521","MIMIC4","BACTERIA","Maps to","4249833","SNOMED","2025-05-07","2099-12-31",
"58660","2061505085","MIMIC4","Laparoscopy, surgical; with lysis of adhesions (salpingolysis, ovariolysis) (separate procedure)","Maps to","4319321","SNOMED","2025-05-07","2099-12-31",
"55040","2061504973","MIMIC4","Excision of hydrocele; unilateral","Maps to","2110001","CPT4","2025-05-07","2099-12-31",
"SL","2061509404","MIMIC4","SL","Maps to","4292110","SNOMED","2025-05-07","2099-12-31",
"80274","2061505697","MIMIC4","NO GROWTH","Maps to","4139623","SNOMED","2025-05-07","2099-12-31",
"AMLO25","2061506525","MIMIC4","Amlodipine","Maps to","1332418","RxNorm","2025-05-07","2099-12-31",
"36819","2061503090","MIMIC4","Arteriovenous anastomosis, open; by upper arm basilic vein transposition","Maps to","4232102","SNOMED","2025-05-07","2099-12-31",
"NALO1I","2061508633","MIMIC4","Naloxone HCl","Maps to","1114220","RxNorm","2025-05-07","2099-12-31",
"227809","2061501842","MIMIC4","ETT Position Change (227809)","Maps to","4161799","SNOMED","2025-05-07","2099-12-31",
"51138","2061503904","MIMIC4","Anticardiolipin Antibody IgG|Blood|Hematology","Maps to","3009041","LOINC","2025-05-07","2099-12-31",
"51676","2061504347","MIMIC4","Insulin|Blood|Chemistry","Maps to","3016244","LOINC","2025-05-07","2099-12-31",
"51519","2061504257","MIMIC4","Yeast|Urine|Hematology","Maps to","3037244","LOINC","2025-05-07","2099-12-31",
"20661","2061500294","MIMIC4","Application of halo, including removal; cranial","Maps to","2102917","CPT4","2025-05-07","2099-12-31",
"50937","2061503714","MIMIC4","Hepatitis A Virus Antibody|Blood|Chemistry","Maps to","3035456","LOINC","2025-05-07","2099-12-31",
"OXCA600","2061508834","MIMIC4","Oxcarbazepine (OXCA600)","Maps to","718122","RxNorm","2025-05-07","2099-12-31",
"226757","2061501555","MIMIC4","GCSMotorApacheIIValue","Maps to","2061501555","MIMIC4","2025-05-07","2099-12-31",
"G0278","2061507582","MIMIC4","Iliac and/or femoral artery angiography, non-selective, bilateral or ipsilateral to catheter insertion, performed at the same time as cardiac catheterization and/or coronary angiography, includes positioning or placement of the catheter in the distal a...","Maps to","2617361","HCPCS","2025-05-07","2099-12-31",
"QIDWMHS","2061509141","MIMIC4","QIDWMHS","Maps to","45771042","SNOMED","2025-05-07","2099-12-31",
"C9737","2061506827","MIMIC4","Laparoscopy, surgical, esophageal sphincter augmentation with device (e.g., magnetic band)","Maps to","44786384","HCPCS","2025-05-07","2099-12-31",
"WFDB.SIGNAL.NFRAGMENTS.MCL1","2061510063","MIMIC4","WFDB signal number of fragments in lead MCL1","Maps to","2061510063","MIMIC4","2025-05-07","2099-12-31",
"HYDX25","2061507785","MIMIC4","Hydroxyzine HCl (HYDX25)","Maps to","777221","RxNorm","2025-05-07","2099-12-31",
"50922","2061503701","MIMIC4","Ethanol|Blood|Chemistry","Maps to","3025643","LOINC","2025-05-07","2099-12-31",
"90802","2061506192","MIMIC4","ALACALIGENES SPECIES","Maps to","4288470","SNOMED","2025-05-07","2099-12-31",
"51372","2061504113","MIMIC4","Joint Crystals, Location|Joint Fluid|Hematology","Maps to","3050238","LOINC","2025-05-07","2099-12-31",
"NEOSES","2061508678","MIMIC4","Neomycin-Polymyxin-Gramicidin","Maps to","963742","RxNorm","2025-05-07","2099-12-31",
"SALM50D","2061509325","MIMIC4","Salmeterol Xinafoate Diskus (50 mcg) 28g Diskus","Maps to","40166837","RxNorm","2025-05-07","2099-12-31",
"60512","2061505142","MIMIC4","Parathyroid autotransplantation (List separately in addition to code for primary procedure)","Maps to","2110386","CPT4","2025-05-07","2099-12-31",
"28126","2061502733","MIMIC4","Resection, partial or complete, phalangeal base, each toe","Maps to","2105563","CPT4","2025-05-07","2099-12-31",
"51143","2061503909","MIMIC4","Atypical Lymphocytes|Blood|Hematology","Maps to","3013498","LOINC","2025-05-07","2099-12-31",
"ENO3I","2061507360","MIMIC4","Enoxaparin Sodium 30mg Syringe","Maps to","40160970","RxNorm","2025-05-07","2099-12-31",
"PRAZ5","2061509007","MIMIC4","Prazosin","Maps to","1350489","RxNorm","2025-05-07","2099-12-31",
"90019","2061505745","MIMIC4","CIPROFLOXACIN","Maps to","1797513","RxNorm","2025-05-07","2099-12-31",
"53093","2061504906","MIMIC4","Gamma Glutamyltranferase","Maps to","4289475","SNOMED","2025-05-07","2099-12-31",
"80307","2061505722","MIMIC4","LEPTOTRICHIA TREVISANII","Maps to","4160833","SNOMED","2025-05-07","2099-12-31",
"52077","2061504614","MIMIC4","Acidserum|Blood|Hematology","Maps to","3037556","LOINC","2025-05-07","2099-12-31",
"225959","2061501363","MIMIC4","Medication Added Amount #1 (Peritoneal Dialysis)","Maps to","2061501363","MIMIC4","2025-05-07","2099-12-31",
"229619","2061502201","MIMIC4","Insulin - U500","Maps to","42482626","RxNorm Extension","2025-05-07","2099-12-31",
"90330","2061505945","MIMIC4","MYCOBACTERIUM CHELONAE","Maps to","4348175","SNOMED","2025-05-07","2099-12-31",
"52034","2061504576","MIMIC4","Total Calcium|Blood|Blood Gas (52034)","Maps to","3032503","LOINC","2025-05-07","2099-12-31",
"34826","2061503009","MIMIC4","Placement of proximal or distal extension prosthesis for endovascular repair of infrarenal abdominal aortic or iliac aneurysm, false aneurysm, or dissection; each additional vessel (List separately in addition to code for primary procedure) (Deprecated)","Maps to","2107594","CPT4","2025-05-07","2099-12-31",
"51462","2061504200","MIMIC4","Amorphous Crystals|Urine|Hematology","Maps to","40763395","LOINC","2025-05-07","2099-12-31",
"STRE1I","2061509442","MIMIC4","Streptomycin Sulfate","Maps to","1836191","RxNorm","2025-05-07","2099-12-31",
"LEVO175","2061508052","MIMIC4","Levothyroxine Sodium 175mcg Tablet","Maps to","40175077","RxNorm","2025-05-07","2099-12-31",
"50945","2061503722","MIMIC4","Homocysteine|Blood|Chemistry","Maps to","3016724","LOINC","2025-05-07","2099-12-31",
"28192","2061502739","MIMIC4","Removal of foreign body, foot; deep","Maps to","4239472","SNOMED","2025-05-07","2099-12-31",
"WFDB.SIGNAL.LENGTH.V4","2061510047","MIMIC4","WFDB signal length in samples in lead V4","Maps to","2061510047","MIMIC4","2025-05-07","2099-12-31",
"ENBR25I","2061507358","MIMIC4","Etanercept (ENBR25I)","Maps to","1151789","RxNorm","2025-05-07","2099-12-31",
"AUGM0.125L","2061506629","MIMIC4","Amoxicillin-Clavulanate Desensitization (AUGM0.125L)","Maps to","1759842","RxNorm","2025-05-07","2099-12-31",
"224154","2061500663","MIMIC4","Dialysate Rate","Maps to","44802815","SNOMED","2025-05-07","2099-12-31",
"BUSP10","2061506809","MIMIC4","BusPIRone (BUSP10)","Maps to","733301","RxNorm","2025-05-07","2099-12-31",
"229635","2061502211","MIMIC4","Applied Cognitive (AM-PAC)","Maps to","21491091","LOINC","2025-05-07","2099-12-31",
"41874","2061503220","MIMIC4","Alveoloplasty, each quadrant (specify)","Maps to","2108711","CPT4","2025-05-07","2099-12-31",
"51818","2061504440","MIMIC4","IgG, Joint Fluid|Joint Fluid|Chemistry","Maps to","3031064","LOINC","2025-05-07","2099-12-31",
"37244","2061503141","MIMIC4","Vascular embolization or occlusion, inclusive of all radiological supervision and interpretation, intraprocedural roadmapping, and imaging guidance necessary to complete the intervention; for arterial or venous hemorrhage or lymphatic extravasation","Maps to","44816404","CPT4","2025-05-07","2099-12-31",
"EPIDRIP","2061507376","MIMIC4","Epinephrine Kit","Maps to","1343916","RxNorm","2025-05-07","2099-12-31",
"229521","2061502156","MIMIC4","ICP - PbtO2","Maps to","2061502156","MIMIC4","2025-05-07","2099-12-31",
"93454","2061506341","MIMIC4","Catheter placement in coronary artery(s) for coronary angiography, including intraprocedural injection(s) for coronary angiography, imaging supervision and interpretation","Maps to","40756852","CPT4","2025-05-07","2099-12-31",
"35475","2061503028","MIMIC4","Transluminal balloon angioplasty, percutaneous; brachiocephalic trunk or branches, each vessel","Maps to","2107801","CPT4","2025-05-07","2099-12-31",
"CEPH250","2061506922","MIMIC4","Cephalexin (CEPH250)","Maps to","1786621","RxNorm","2025-05-07","2099-12-31",
"90403","2061505977","MIMIC4","ESCHERICHIA VULNERIS","Maps to","4204079","SNOMED","2025-05-07","2099-12-31",
"224803","2061500877","MIMIC4","AV Fistula L Bruit","Maps to","2061500877","MIMIC4","2025-05-07","2099-12-31",
"80149","2061505587","MIMIC4","PAECILOMYCES SPECIES","Maps to","4093927","SNOMED","2025-05-07","2099-12-31",
"223990","2061500613","MIMIC4","Respiratory Effort","Maps to","4094140","SNOMED","2025-05-07","2099-12-31",
"TP","2061509614","MIMIC4","TP","Maps to","4262099","SNOMED","2025-05-07","2099-12-31",
"23929","2061502353","MIMIC4","Unlisted procedure, shoulder","Maps to","2103795","CPT4","2025-05-07","2099-12-31",
"NOW X1","2061508741","MIMIC4","NOW X1","Maps to","4226796","SNOMED","2025-05-07","2099-12-31",
"226168","2061501431","MIMIC4","Oral Care","Maps to","3039006","LOINC","2025-05-07","2099-12-31",
"HISPANIC/LATINO - DOMINICAN","2061507735","MIMIC4","HISPANIC/LATINO - DOMINICAN","Maps to","38003603","Race","2025-05-07","2099-12-31",
"CIPR200I","2061506964","MIMIC4","Ciprofloxacin IV 200mg/20mL Vial","Maps to","46287390","RxNorm","2025-05-07","2099-12-31",
"51861","2061504468","MIMIC4","Immunoelectrophoresis, Fluid|Other Body Fluid|Chemistry","Maps to","3000265","LOINC","2025-05-07","2099-12-31",
"27650","2061502655","MIMIC4","Repair, primary, open or percutaneous, ruptured Achilles tendon","Maps to","2105284","CPT4","2025-05-07","2099-12-31",
"51105","2061503872","MIMIC4","Uric Acid, Urine|Urine|Chemistry","Maps to","3033526","LOINC","2025-05-07","2099-12-31",
"51453","2061504192","MIMIC4","Other|Pleural|Hematology","Maps to","3015094","LOINC","2025-05-07","2099-12-31",
"51893","2061504485","MIMIC4","Staph aureus PCR|Other Body Fluid|Chemistry","Maps to","40764165","LOINC","2025-05-07","2099-12-31",
"51053","2061503821","MIMIC4","Glucose, Pleural|Pleural|Chemistry","Maps to","3003403","LOINC","2025-05-07","2099-12-31",
"32556","2061502955","MIMIC4","Pleural drainage, percutaneous, with insertion of indwelling catheter; without imaging guidance","Maps to","43527916","CPT4","2025-05-07","2099-12-31",
"227071","2061501628","MIMIC4","PACU Platelet Intake","Maps to","2061501628","MIMIC4","2025-05-07","2099-12-31",
"GLUCTAB","2061507635","MIMIC4","Glucose Tab","Maps to","1560524","RxNorm","2025-05-07","2099-12-31",
"80085","2061505525","MIMIC4","CORYNEBACTERIUM SPECIES (DIPHTHEROIDS)","Maps to","4299363","SNOMED","2025-05-07","2099-12-31",
"70048","2061505396","MIMIC4","NAIL SCRAPINGS","Maps to","40490916","SNOMED","2025-05-07","2099-12-31",
"AZAT50","2061506649","MIMIC4","Azathioprine (AZAT50)","Maps to","19014878","RxNorm","2025-05-07","2099-12-31",
"51943","2061504513","MIMIC4","Immunoelectrophoresis, Stool|Stool|Chemistry","Maps to","3000265","LOINC","2025-05-07","2099-12-31",
"80286","2061505704","MIMIC4","GORDONIA SPECIES","Maps to","4018414","SNOMED","2025-05-07","2099-12-31",
"21014","2061500313","MIMIC4","Excision, tumor, soft tissue of face and scalp, subfascial (eg, subgaleal, intramuscular); 2 cm or greater","Maps to","40756905","CPT4","2025-05-07","2099-12-31",
"TIAZ120","2061509570","MIMIC4","Diltiazem Extended-Release 120 mg ER Cap","Maps to","19133574","RxNorm","2025-05-07","2099-12-31",
"49656","2061503540","MIMIC4","Laparoscopy, surgical, repair, recurrent incisional hernia (includes mesh insertion, when performed); reducible","Maps to","2109522","CPT4","2025-05-07","2099-12-31",
"224429","2061500762","MIMIC4","CT #4 Crepitus","Maps to","2061500762","MIMIC4","2025-05-07","2099-12-31",
"90116","2061505802","MIMIC4","Chlamydia trachomatis, Nucleic Acid Probe, with Amplification","Maps to","44807632","SNOMED","2025-05-07","2099-12-31",
"80063","2061505504","MIMIC4","ASPERGILLUS SPECIES","Maps to","4085138","SNOMED","2025-05-07","2099-12-31",
"21356","2061500327","MIMIC4","Open treatment of depressed zygomatic arch fracture (eg, Gillies approach)","Maps to","2103261","CPT4","2025-05-07","2099-12-31",
"96420","2061506396","MIMIC4","Chemotherapy administration, intra-arterial; push technique","Maps to","2314234","CPT4","2025-05-07","2099-12-31",
"23076","2061502317","MIMIC4","Excision, tumor, soft tissue of shoulder area, subfascial (eg, intramuscular); less than 5 cm","Maps to","4290694","SNOMED","2025-05-07","2099-12-31",
"FLUP125I","2061507526","MIMIC4","Fluphenazine (FLUP125I)","Maps to","756018","RxNorm","2025-05-07","2099-12-31",
"42960","2061503242","MIMIC4","Control oropharyngeal hemorrhage, primary or secondary (eg, post-tonsillectomy); simple","Maps to","2108837","CPT4","2025-05-07","2099-12-31",
"80095","2061505535","MIMIC4","MYCOBACTERIUM FORTUITUM","Maps to","4352641","SNOMED","2025-05-07","2099-12-31",
"WFDB.SIGNAL.ADC.GAIN.I","2061509886","MIMIC4","WFDB signal A/D converter gain in lead I","Maps to","2061509886","MIMIC4","2025-05-07","2099-12-31",
"90977","2061506294","MIMIC4","PHIALEMONIUM INFLATUM","Maps to","36716074","SNOMED","2025-05-07","2099-12-31",
"FINA5","2061507489","MIMIC4","Finasteride 5mgTablet","Maps to","19077375","RxNorm","2025-05-07","2099-12-31",
"ESMO100I","2061507413","MIMIC4","Esmolol 100mg Vial","Maps to","35603875","RxNorm","2025-05-07","2099-12-31",
"224706","2061500827","MIMIC4","P Low (APRV)","Maps to","2061500827","MIMIC4","2025-05-07","2099-12-31",
"80199","2061505634","MIMIC4","MALASSEZIA FURFUR","Maps to","4106082","SNOMED","2025-05-07","2099-12-31",
"11441","2061500076","MIMIC4","Excision, other benign lesion including margins, except skin tag (unless listed elsewhere), face, ears, eyelids, nose, lips, mucous membrane; excised diameter 0.6 to 1.0 cm","Maps to","2101987","CPT4","2025-05-07","2099-12-31",
"CASP70DESEN","2061506883","MIMIC4","Caspofungin Desensitization","Maps to","1718054","RxNorm","2025-05-07","2099-12-31",
"37200","2061503108","MIMIC4","Transcatheter biopsy","Maps to","35615195","SNOMED","2025-05-07","2099-12-31",
"11772","2061500108","MIMIC4","Excision of pilonidal cyst or sinus; complicated","Maps to","2102099","CPT4","2025-05-07","2099-12-31",
"224001","2061500624","MIMIC4","Diet Type","Maps to","21493945","LOINC","2025-05-07","2099-12-31",
"31653","2061502936","MIMIC4","Bronchoscopy, rigid or flexible, including fluoroscopic guidance, when performed; with endobronchial ultrasound (EBUS) guided transtracheal and/or transbronchial sampling (eg, aspiration[s]/biopsy[ies]), 3 or more mediastinal and/or hilar lymph node st...","Maps to","42627977","CPT4","2025-05-07","2099-12-31",
"IV INFUSION","2061507897","MIMIC4","IV INFUSION","Maps to","4171047","SNOMED","2025-05-07","2099-12-31",
"PACL300NO","2061508853","MIMIC4","PACLItaxel (TaxOL) (PACL300NO)","Maps to","1378382","RxNorm","2025-05-07","2099-12-31",
"90427","2061505993","MIMIC4","SALMONELLA THOMPSON","Maps to","4184342","SNOMED","2025-05-07","2099-12-31",
"15100","2061500170","MIMIC4","Split-thickness autograft, trunk, arms, legs; first 100 sq cm or less, or 1% of body area of infants and children (except 15050)","Maps to","2102277","CPT4","2025-05-07","2099-12-31",
"WFDB.SIGNAL.FORMAT.PVC RATE PER MINUTE","2061510009","MIMIC4","WFDB signal encoding format code in PVC RATE PER MINUTE","Maps to","2061510009","MIMIC4","2025-05-07","2099-12-31",
"222021","2061500474","MIMIC4","Naloxone (Narcan)","Maps to","2061500474","MIMIC4","2025-05-07","2099-12-31",
"32554","2061502953","MIMIC4","Thoracentesis, needle or catheter, aspiration of the pleural space; without imaging guidance","Maps to","43527914","CPT4","2025-05-07","2099-12-31",
"225972","2061501370","MIMIC4","Fentanyl (Push)","Maps to","1154029","RxNorm","2025-05-07","2099-12-31",
"DOX2.5","2061507303","MIMIC4","Doxercalciferol (DOX2.5)","Maps to","1512446","RxNorm","2025-05-07","2099-12-31",
"225991","2061501387","MIMIC4","Resource Fruit Beverage","Maps to","2061501387","MIMIC4","2025-05-07","2099-12-31",
"NS100H","2061508749","MIMIC4","0.9% Sodium Chloride (NS100H)","Maps to","967823","RxNorm","2025-05-07","2099-12-31",
"DILT90","2061507264","MIMIC4","Diltiazem 90 mg Tab","Maps to","19133621","RxNorm","2025-05-07","2099-12-31",
"90655","2061506090","MIMIC4","ROSEOMONAS MUCOSA","Maps to","4190953","SNOMED","2025-05-07","2099-12-31",
"64782","2061505267","MIMIC4","Excision of neuroma; hand or foot, except digital nerve","Maps to","2110846","CPT4","2025-05-07","2099-12-31",
"51204","2061503968","MIMIC4","Factor V|Blood|Hematology (51204)","Maps to","3005757","LOINC","2025-05-07","2099-12-31",
"SINE25250","2061509389","MIMIC4","Carbidopa-Levodopa (25-250) 25-250MG TAB","Maps to","789612","RxNorm","2025-05-07","2099-12-31",
"50949","2061503725","MIMIC4","Immunoglobulin A|Blood|Chemistry","Maps to","3007164","LOINC","2025-05-07","2099-12-31",
"90007","2061505734","MIMIC4","CLINDAMYCIN","Maps to","997881","RxNorm","2025-05-07","2099-12-31",
"WFDB.SIGNAL.ADC.CALIBRATION.ECTOPIC COUNT","2061509855","MIMIC4","WFDB signal A/D converter calibration in ECTOPIC COUNT","Maps to","2061509855","MIMIC4","2025-05-07","2099-12-31",
"WFDB.SIGNAL.ADC.SCALEFACTOR.SYS","2061509955","MIMIC4","WFDB signal A/D converter scale factor in SYS","Maps to","2061509955","MIMIC4","2025-05-07","2099-12-31",
